gene	gene length
OR1A1	930
OR1A2	930
OR1D2	939
OR1D5	939
OR1E1	945
OR1E2	972
OR1G1	942
OR3A1	948
OR3A2	966
OR3A3	966
OR4D1	933
OR4D2	924
ORMDL3	462
OSBPL7	2529
OTOP2	1689
OTOP3	1791
OVCA2	684
OXLD1	444
P2RX1	1200
P2RX5	1269
P4HB	1527
PAFAH1B1	1233
PCGF2	1035
PCTP	645
PCYT2	1224
PDE6G	264
PDK2	1224
PECAM1	54
PELP1	3543
PEMT	711
PER1	3873
PEX12	1080
PFAS	4017
PFN1	423
PGAP3	963
PGS1	1671
PHB	819
PHF12	3015
PHF23	1212
PHOSPHO1	879
PIGL	759
PIGS	1668
PIGW	1515
PIK3R5	2643
PIK3R6	2264
PIP4K2B	1251
PIPOX	1173
PIRT	414
PITPNA	813
PITPNC1	999
PITPNM3	2925
PLCD3	2369
PLD2	2802
PLD6	759
PLEKHH3	2382
PLEKHM1	3171
PLSCR3	888
PLXDC1	1503
PMP22	483
PNMT	849
PNPO	786
POLDIP2	1106
POLG2	1458
POLR2A	5913
PPM1D	1818
PPM1E	2268
PPP1R1B	615
PPP1R27	465
PPP1R9B	2450
PPY	288
PRAC1	174
PRCD	165
PRKAR1A	1146
PRKCA	2019
PROCA1	1011
PRPF8	7008
PRPSAP1	1158
PRPSAP2	1110
PRR11	1083
PRR15L	312
PSMB3	618
PSMB6	720
PSMC3IP	654
PSMC5	1221
PSMD11	1269
PSMD12	1371
PSMD3	1605
PSME3	804
PTGES3L	600
PTGES3L-AARSD1	1761
PTRF	1173
PTRH2	540
PYCR1	960
PYY	294
QRICH2	4992
RAB11FIP4	1914
RAB34	951
RAB37	687
RAB40B	837
RAB5C	750
RABEP1	2589
RAC3	579
RAD51C	1131
RAD51D	1047
RAI1	5721
RAMP2	528
RAMP2-AS1	0
RANGRF	561
RAP1GAP2	2193
RAPGEFL1	1371
RARA	1389
RASD1	846
RASL10B	612
RBFOX3	939
RCVRN	603
RDM1	855
RECQL5	2976
RFFL	1092
RFNG	996
RGS9	2025
RHBDF2	2571
RHBDL3	1215
RHOT1	2076
RILP	1206
RNASEK	414
RNASEK-C17orf49	701
RND2	684
RNF112	1896
RNF135	1299
RNF157	2040
RNF167	1053
RNF213	15624
RNF222	663
RNF43	2352
RNFT1	1308
RNMTL1	1263
RPA1	1851
RPAIN	696
RPH3AL	948
RPL19	591
RPL23	423
RPL23A	471
RPL26	438
RPL27	411
RPL38	213
RPRML	363
RPS6KB1	1578
RPTOR	4008
RSAD1	1329
RTN4RL1	1326
RUNDC1	1842
RUNDC3A	1341
SAMD14	1338
SAP30BP	927
SARM1	2172
SAT2	513
SCARF1	2493
SCIMP	438
SCN4A	5511
SCO1	906
SCPEP1	1359
SCRN2	1278
SDF2	636
SDK2	6519
SEBOX	573
SEC14L1	2160
SECTM1	747
SENP3	1725
SEPT4	1482
SEPT9	1761
SERPINF1	1257
SERPINF2	1476
SEZ6	2985
SGCA	1164
SGK494	1233
SGSH	1509
SGSM2	3156
SHBG	1209
SHISA6	1656
SHMT1	1452
SHPK	1437
SIRT7	1203
SKA2	366
SKAP1	1080
SLC13A2	1926
SLC13A5	1707
SLC16A11	1416
SLC16A13	1281
SLC16A3	1398
SLC16A5	1518
SLC16A6	1572
SLC25A10	1221
SLC25A11	945
SLC25A19	963
SLC25A35	888
SLC25A39	1080
SLC26A11	1821
SLC2A4	1530
SLC35B1	1080
SLC35G3	1017
SLC35G6	1017
SLC38A10	3360
SLC39A11	1029
SLC43A2	1710
SLC46A1	1380
SLC47A1	1713
SLC47A2	1809
SLC4A1	2736
SLC52A1	1347
SLC5A10	1839
SLC6A4	1893
SLC9A3R1	1077
SLFN11	2706
SLFN12	1737
SLFN12L	1767
SLFN13	2694
SLFN14	2739
SLFN5	2676
SMARCD2	1596
SMARCE1	1236
MIEF2	1398
SMCR8	2814
SMCR9	543
SMG6	4260
SMG8	2976
SMIM5	234
SMIM6	189
SMTNL2	1386
SMURF2	2247
SMYD4	2415
SNF8	777
SNHG16	0
SNX11	813
SOCS3	678
SOCS7	1746
SOST	642
SOX15	702
SOX9	1530
SP2	1842
SP6	1131
SPACA3	648
SPAG5	3582
SPAG7	684
SPAG9	3966
SPATA20	2409
SPATA22	1092
SPATA32	1155
SPDYE4	714
SPECC1	3207
SPEM1	930
SPHK1	1413
SPNS2	1650
SPNS3	1539
SPOP	1125
SPPL2C	2055
SRCIN1	3552
SREBF1	3534
SRP68	1884
SRR	1023
SRSF1	747
SRSF2	666
SSH2	4272
SSTR2	1110
ST6GALNAC1	1803
ST6GALNAC2	1125
STAC2	1236
STARD3	1338
STAT3	2313
STAT5A	2385
STAT5B	2364
STH	387
STRA13	246
STRADA	1296
STX8	711
STXBP4	1662
SUMO2	288
SUPT4H1	354
SUPT6H	5181
SUZ12	2220
SYNGR2	675
SYNRG	3945
TAC4	342
TACO1	894
TADA2A	1332
TAF15	1779
TANC2	5973
TAOK1	3006
TAX1BP3	375
TBC1D16	2304
TBC1D26	753
TBC1D28	633
TBC1D29	453
TBC1D3B	1650
TBC1D3P1-DHX40P1	0
TBCD	3579
TBKBP1	1848
TBX2	2139
TBX21	1608
TBX4	1638
TCAP	504
TEFM	1083
TEKT1	1257
TEKT3	1473
TEN1	372
TEX14	4494
TEX19	495
TEX2	3405
THRA	1473
TIAF1	348
TIMM22	585
TIMP2	663
TK1	705
TLCD1	744
TLCD2	795
TLK2	2253
TM4SF5	594
TMC6	2418
TMC8	2181
TMEM100	405
TMEM101	774
TMEM102	1527
TMEM104	1491
TMEM105	390
TMEM106A	789
TMEM107	441
TMEM11	579
TMEM132E	2955
TMEM199	627
TMEM220	483
TMEM235	672
TMEM256	342
TMEM88	480
TMEM92	480
TMEM95	555
TMEM97	531
TMEM98	681
TMEM99	777
TMIGD1	789
TMUB2	966
TNFAIP1	951
TNFRSF13B	882
TNFSF12	750
TNFSF12-TNFSF13	993
TNFSF13	753
TNK1	2001
TNRC6C	5181
TNS4	2148
TOB1	1038
TOM1L1	1431
TOM1L2	1524
TOP2A	4596
TOP3A	3006
TP53	1182
TP53I13	1182
TRAF4	1413
TRAPPC1	438
TRIM16	1695
TRIM16L	1047
TRIM25	1893
TRIM37	2895
TRIM47	1917
TRIM65	1554
TRPV1	2520
TRPV2	2295
TRPV3	2376
TSEN54	1581
TSPAN10	1068
TSR1	2415
TTC19	1143
TTC25	1827
TTLL6	2676
TTYH2	1605
TUBD1	1362
TUBG1	1356
TUBG2	1356
TUSC5	534
TVP23B	618
TVP23C	831
TVP23C-CDRT4	495
TXNDC17	372
UBALD2	495
UBB	690
UBBP4	690
UBE2G1	513
UBE2O	3879
UBE2Z	1065
UBTF	2295
ULK2	3111
UNC119	723
UNC13D	3273
UNC45B	2796
UNK	2433
USH1G	1386
USP22	1578
USP32	4815
USP36	3372
USP43	3372
USP6	4221
UTP18	1671
UTP6	1794
UTS2R	1170
VAMP2	351
VAT1	1182
VEZF1	1566
VMO1	609
VMP1	1221
VPS25	531
VPS53	2499
VTN	1437
WBP2	786
CFAP52	1863
WDR45B	1035
WDR81	5826
WFIKKN2	1731
WIPF2	1323
WIPI1	1341
WNK4	3732
WNT3	1068
WNT9B	1074
WRAP53	1647
WSB1	1266
WSCD1	1728
XAF1	906
XYLT2	2598
YBX2	1095
YPEL2	360
YWHAE	768
ZACN	1239
ZBTB4	3042
ZFP3	1509
ZMYND15	2253
ZNF18	1650
ZNF207	1485
ZNF232	1335
ZNF286A	1566
ZNF286B	1569
ZNF287	2286
ZNF385C	1275
ZNF594	2424
ZNF624	2598
ZNF652	1821
ZNF750	2172
ZNF830	1119
ZNHIT3	468
ZPBP2	1017
ZSWIM7	423
ZZEF1	8886
A4GNT	1023
AADAC	1200
AADACL2	1206
ABCC5	4314
ABCF3	2130
ABHD10	921
ABHD14A	816
ABHD14A-ACY1	1530
ABHD14B	633
ABHD5	1050
ABHD6	1014
ABI3BP	3228
ABTB1	1437
ACAA1	1275
ACAD11	2343
ACAD9	1866
ACAP2	2337
ACOX2	2046
PXYLP1	1443
ACPP	1257
ACTL6A	1290
ACTR8	1875
ACTRT3	1119
ACVR2B	1539
ACY1	1227
ADAMTS9	5808
ADCY5	3786
ADIPOQ	735
ADPRH	1074
AGTR1	1185
AHSG	1104
ALAS1	1923
ALCAM	1752
ALDH1L1	2739
ALG1L	624
ALG1L2	648
ALG3	1317
ALS2CL	2862
AMIGO3	1515
AMOTL2	2343
AMT	1212
ANAPC13	225
ANKRD28	3162
ANKUB1	1635
ANO10	1983
AP2M1	1308
APEH	2199
APOD	570
APPL1	2130
ARF4	543
ARGFX	948
ARHGAP31	4335
ARHGEF26	2616
ARHGEF3	1677
ARIH2	1482
ARIH2OS	873
ARL13B	1287
ARL14	579
ARL6	561
ARL6IP5	567
ARL8B	561
ARMC8	1980
ARPC4	564
ARPC4-TTLL3	1878
ARPP21	2442
ASB14	1764
ASTE1	2040
ATG3	945
ATG7	2112
ATP11B	3534
ATP13A3	3681
ATP13A4	3591
ATP13A5	3657
ATP1B3	840
ATP2B2	3732
ATP2C1	2922
ATP6V1A	1854
ATR	7935
ATRIP	2376
ATXN7	2838
AZI2	1179
B3GALNT1	996
B3GNT5	1137
B4GALT4	1035
BAP1	2190
BBX	2826
BCHE	1809
BCL6	2121
BDH1	1032
BFSP2	1248
BHLHE40	1239
BOC	3345
BRK1	228
BRPF1	3663
BSN	11781
BTD	1632
BTLA	870
C3orf14	387
C3orf17	1704
C3orf18	489
C3orf20	2715
C3orf22	426
LINC01565	450
C3orf30	1611
C3orf33	756
C3orf35	513
C3orf36	498
HMCES	1065
C3orf38	990
SMCO1	645
C3orf49	879
C3orf52	753
PQLC2L	408
C3orf56	729
C3orf58	1293
C3orf62	804
IGF2BP2-AS1	432
C3orf67	1692
C3orf70	753
FOXL2NB	528
LINC00696	492
C3orf79	303
C3orf80	744
CACNA1D	6546
CACNA2D2	3453
CACNA2D3	3276
CADM2	1314
CADPS	4062
CAMK1	1113
CAMK2N2	240
CAMKV	1506
CAMP	522
CAND2	3711
CAPN7	2442
CASR	3267
CAV3	456
CBLB	2949
ACKR2	1155
CCDC12	540
CCDC13	2148
CCDC14	2739
CCDC174	1404
CCDC36	1785
CCDC37	1836
CCDC39	2826
CCDC50	1449
CCDC51	1236
CCDC54	987
CCDC58	435
CCDC66	2847
CCDC71	1404
CCDC80	2853
CCK	348
CCNL1	1581
CCR1	1068
CCR2	1125
CCR3	1131
CCR4	1083
CCR5	1059
CCR8	1068
CCR9	1110
ACKR4	1053
CCRL2	1071
CD200	885
CD200R1	1047
CD200R1L	816
CD47	972
CD80	867
CD86	990
CD96	1758
CDC25A	1575
CDCP1	2511
CDHR4	2367
CDV3	777
CELSR3	9939
CEP19	504
CEP63	2112
CEP70	1794
CEP97	2598
CGGBP1	504
CHCHD4	468
CHCHD6	708
CHDH	1785
CHL1	3675
CHMP2B	642
CHRD	2868
CHST13	1026
CHST2	1593
CIDEC	756
CISH	828
CLASP2	4548
CLCN2	2697
CLDN1	636
CLDN11	624
CLDN16	918
CLDN18	786
CLDND1	831
CLEC3B	609
CLRN1	738
CLSTN2	2868
CMC1	321
CMSS1	840
CMTM6	552
CMTM7	528
CMTM8	522
CNBP	540
CNOT10	2415
CNTN3	3087
CNTN4	3081
CNTN6	3087
COL6A5	7581
COL6A6	6792
COL7A1	8835
COL8A1	2235
COLQ	1368
COMMD2	600
COPB2	2721
COPG1	2625
COX17	192
CP	3198
CPA3	1254
CPB1	1254
CPN2	1638
CPNE4	1674
CPNE9	1662
CPOX	1365
CRBN	1329
CRELD1	1269
CRTAP	1206
CRYBG3	8913
CRYGS	537
CSPG5	1701
CSRNP1	1770
CSTA	297
CTDSPL	831
CTNNB1	2346
CX3CR1	1164
CXCR6	1029
CYB561D2	669
CYP8B1	1506
DAG1	2688
DALRD3	1632
DAZL	948
DBR1	1635
DCBLD2	2328
DCLK3	1947
DCP1A	1749
DCUN1D1	780
DENND6A	1827
DGKG	2376
DHFRL1	564
DHX30	3585
DHX36	3027
DIRC2	1437
DLEC1	5337
DLG1	2781
DNAH1	12798
DNAJB11	1077
DNAJB8	699
DNAJC13	6732
DNAJC19	351
DNASE1L3	918
DOCK3	6093
DPH3	249
DPPA2	897
DPPA4	915
DRD3	1203
DTX3L	2223
DUSP7	1260
DVL3	2151
DYNC1LI1	1572
DZIP1L	2304
DZIP3	3627
EAF1	807
EAF2	783
EBLN2	819
ECE2	2652
ECT2	2745
EDEM1	1974
EEFSEC	1791
EFCAB12	1719
EFCC1	1797
EFHB	2502
EHHADH	2172
EIF1B	342
EIF2A	1758
EIF2B5	2166
EIF4A2	1224
EIF4E3	675
EIF4G1	4821
EIF5A2	462
ELP6	801
EMC3	786
ENTPD3	1590
EOGT	1332
EOMES	2061
EPHA3	2952
EPHA6	3393
EPHB1	2955
EPHB3	2997
EPM2AIP1	1824
ERC2	2868
ESYT3	2661
ETV5	1533
EXOG	1107
EXOSC7	876
FAIM	642
FAM107A	435
FAM131A	1101
FAM157A	1152
FAM162A	465
FAM188B2	1071
ERICH6	1992
FAM198A	1728
FAM19A1	402
FAM19A4	423
FAM208A	4539
FAM212A	864
FAM3D	675
FAM43A	1272
FANCD2	4416
FANCD2OS	534
FBLN2	3696
FBXL2	1272
FBXO40	2130
FBXO45	861
FBXW12	1395
FETUB	1149
FEZF2	1380
FGD5	4389
FGF12	732
FHIT	444
FILIP1L	3408
FLNB	7902
FNDC3B	3615
FOXL2	1131
FOXP1	2082
FRG2C	849
FRMD4B	3105
FSTL1	927
FXR1	1866
FYCO1	4437
FYTTD1	957
GABRR3	1404
GADL1	1566
GALNT15	1920
GAP43	825
GATA2	1443
GBE1	2109
GCSAM	543
GFM1	2256
GHRL	354
GHSR	1101
GK5	1590
GLB1	2034
GLT8D1	1116
GLYCTK	1572
GMNC	1005
GMPPB	1164
GMPS	2082
GNAI2	1068
GNAT1	1053
GNB4	1023
GNL3	1650
GOLGA4	6732
GOLGB1	9810
GOLIM4	2091
GORASP1	1323
GP5	1683
GP9	534
GPD1L	1056
GPR128	2394
GPR149	2196
GPR15	1083
GPR156	2445
GPR160	1017
GPR171	960
GPR27	1128
GPR62	1107
GPR87	1077
GPX1	612
GRAMD1C	1989
GRIP2	3131
GRK7	1662
GRM2	2619
GRM7	2769
GSK3B	1302
POMGNT2	1743
GTF2E1	1320
GTPBP8	855
GUCA1C	630
GXYLT2	1332
GYG1	1053
H1FOO	1041
H1FX	642
HACL1	1737
HCLS1	1461
HDAC11	1044
HEG1	4146
HEMK1	1017
HES1	843
HESX1	558
HGD	1338
HHATL	1515
HHLA2	1245
HIGD1A	324
HLTF	3030
HPS3	3015
HRASLS	822
HRG	1578
HRH1	1464
HSPBAP1	1467
HTR1F	1101
HTR3C	1344
HTR3D	1365
HTR3E	1449
HYAL1	1308
HYAL2	1422
HYAL3	1254
IFRD2	1521
IFT122	3879
IFT57	1290
IFT80	2334
IGF2BP2	1800
IGSF10	7872
IGSF11	1296
IL12A	762
IL17RB	1509
IL17RC	2376
IL17RD	2220
IL17RE	2124
IL1RAP	2064
IL20RB	936
IL5RA	1263
ILDR1	1641
IMPDH2	1545
IMPG2	3726
IP6K1	1326
IP6K2	1281
IQCB1	1797
IQCF1	618
IQCF2	495
IQCF3	465
IQCF5	447
IQCF6	324
IQCG	1332
IQCJ	480
IQCJ-SCHIP1	1692
IQSEC1	3345
IRAK2	1878
ISY1	924
ISY1-RAB43	996
ITGA9	3108
ITGB5	2400
ITIH1	2736
ITIH3	2673
ITIH4	2793
ITPR1	8232
JAGN1	552
KALRN	8961
KAT2B	2499
KBTBD12	1872
KBTBD8	1806
KCNAB1	1260
KCNH8	3324
KCNMB2	708
KCNMB3	840
KCTD6	714
KIAA0226	2919
KIAA1143	465
KIAA1257	1230
KIAA1407	2811
KIAA1524	2718
KIAA2018	6738
KIF15	4167
KIF9	2373
KLF15	1251
KLHDC8B	1065
KLHL18	1725
KLHL24	1803
KLHL40	1866
KLHL6	1866
KNG1	1935
KPNA1	1617
KPNA4	1566
KRBOX1	387
KY	1986
LAMB2	5397
LAMP3	1251
LARS2	2712
LEKR1	2079
P3H2	2127
LHFPL4	744
LIMD1	2031
LINC00636	0
LIPH	1356
LMCD1	1098
LMLN	2079
LMOD3	1683
LNP1	537
LOC100129480	672
LOC100132146	270
LOC339862	342
LOC401052	357
LOC646498	615
LPP	1839
LRCH3	2139
LRIG1	3282
LRRC15	1764
LRRC2	1116
LRRC31	1659
NRROS	2079
LRRC34	1395
LRRC3B	780
LRRC58	1116
LRRFIP2	2166
LRRIQ4	1683
LRRN1	2151
LRTM1	1038
LSAMP	1017
LSG1	1977
LSM3	309
LSMEM2	495
LTF	2133
LXN	669
LYZL4	441
LZTFL1	900
MAATS1	2304
MAGEF1	924
MAGI1	4389
MANF	558
MAP3K13	2901
MAP4	3459
MAP6D1	600
MAPKAPK3	1149
MASP1	2187
MB21D2	1476
MBD4	1743
MBNL1	1167
MCCC1	2178
MCF2L2	3345
MCM2	2715
MECOM	3720
MED12L	6438
METTL6	855
MFI2	2217
MFN1	2226
MFSD1	1545
MGLL	942
MINA	1398
MITF	1563
MKRN2	1251
MKRN2OS	672
MLF1	900
MLH1	2271
MME	2253
MOBP	246
MON1A	1959
MORC1	2955
MRAS	627
MRPL3	1047
MRPL47	753
MRPS22	1083
MRPS25	522
MSL2	1734
MST1	2178
MST1R	4203
MTMR14	1953
MUC13	1536
MUC20	1617
MUC4	16239
MUSTN1	249
MYD88	954
MYH15	5841
MYL3	588
MYLK	5745
MYNN	1833
MYRIP	2580
NAA50	510
NAALADL2	2388
NAT6	927
NBEAL2	8265
NCBP2	471
NCEH1	1347
NCK1	1134
NCKIPSD	2169
NDUFAF3	555
NDUFB4	390
NDUFB5	570
NEK10	2139
NEK11	1938
NEK4	2526
NFKBIZ	2157
NGLY1	1965
NICN1	642
NISCH	4515
NIT2	831
NKIRAS1	579
NKTR	4389
NLGN1	2472
NMD3	1512
NME6	585
NME9	792
NMNAT3	648
NPHP3	3993
NPRL2	1143
NR1D2	1740
NR1I2	1422
NR2C2	1848
NSUN3	1023
NT5DC2	1674
NUDT16	684
NUP210	5664
NXPE3	1680
OGG1	1275
OPA1	3048
OR5AC2	930
OR5H1	942
OR5H14	933
OR5H15	942
OR5H2	945
OR5H6	978
OR5K1	927
OR5K2	951
OR5K3	966
OR5K4	966
OSBPL10	2295
OSBPL11	2244
OSTN	402
OTOL1	1434
OXNAD1	939
OXSM	1380
OXSR1	1584
OXTR	1170
P2RY1	1122
P2RY12	1029
P2RY13	1065
P2RY14	1017
P4HTM	1692
PAK2	1575
PAQR9	1134
PARL	1140
PARP14	5406
PARP15	2037
PARP3	1623
PARP9	2565
PBRM1	4749
PCBP4	1212
PCCB	1680
PCNP	537
PCOLCE2	1248
PCYT1A	1104
PDCD10	639
PDCD6IP	2622
PDE12	1830
PDHB	1080
PDIA5	1560
PDZRN3	3201
PEX5L	1881
PFKFB4	1410
PFN2	423
PHC3	2988
PHF7	1146
PHLDB2	3762
PIGX	831
PIGZ	1740
PIK3CA	3207
PIK3CB	3213
PIK3R4	4077
PLA1A	1371
PLCD1	2334
PLCH1	5082
PLCL2	3373
PLCXD2	918
PLD1	3225
PLOD2	2277
PLS1	1890
PLSCR1	957
PLSCR2	894
PLSCR4	990
PLSCR5	816
PLXNA1	5691
PLXNB1	6408
PLXND1	5778
POC1A	1224
PODXL2	1818
POGLUT1	1179
POLQ	7773
POLR2H	453
POPDC2	1095
POU1F1	954
PP2D1	1893
PPARG	1518
PPM1L	1083
PPM1M	1380
PPP1R2	618
PPP2R3A	3453
PPP4R2	1254
PRICKLE2	2535
PRKAR2A	1215
PRKCD	2031
PRKCI	1791
PROK2	390
PROS1	2031
PRR23A	801
PRR23B	798
PRR23C	789
PRRT3	2946
PRSS42	882
PRSS45	687
PRSS46	525
PRSS50	1158
PSMD2	2727
PSMD6	1329
PTH1R	1782
HACD2	765
PTPN23	4911
PTPRG	4338
PTX3	1146
PVRL3	1650
PXK	1737
PYDC2	294
QARS	2328
QRICH1	2331
QTRTD1	1284
RAB43	639
RAB5A	648
RAB6B	627
RAB7A	624
RABL3	711
RAD18	1488
RAD54L2	4404
RAF1	1947
RAP2B	552
RARB	1347
RARRES1	885
RASA2	2550
RASSF1	1035
RBM15B	2673
RBM5	2448
RBM6	3372
RBMS3	1314
RBP1	594
RBP2	405
RETNLB	336
RFC4	1092
RFT1	1626
RFTN1	1737
RHO	1047
RHOA	582
RNF123	3945
RNF13	1146
RNF168	1716
RNF7	342
ROBO1	4956
ROBO2	4078
ROPN1	639
ROPN1B	639
RPL14	648
RPL15	615
RPL22L1	369
RPL24	474
RPL29	480
RPL32	408
RPL35A	333
RPL39L	156
RPN1	1824
RPP14	375
RPSA	888
RPUSD3	1056
RRP9	1428
RSRC1	1005
RTP1	792
RTP2	678
RTP3	699
RTP4	741
RUVBL1	1371
RYBP	657
RYK	1831
SACM1L	1764
SAMD7	1341
SATB1	2388
SCAP	3840
SCHIP1	1464
SCN10A	5871
SCN11A	5376
SCN5A	6051
SEC13	969
SEC22A	924
SEC22C	912
SEC61A1	1431
SEC62	1200
SELK	285
SELT	588
SEMA3B	2249
SEMA3F	2358
SEMA3G	2349
SEMA5B	3618
SENP2	1770
SENP5	2268
SENP7	3153
SERP1	201
SERPINI1	1233
SERPINI2	1248
SETD2	7695
SETD5	4329
SETMAR	2055
SFMBT1	2601
SGOL1	1686
SH3BP5	1368
SHISA5	723
SHOX2	1068
SHQ1	1734
SI	5484
SIAH2	975
SIDT1	2484
SKIL	2055
SLC12A8	2145
SLC15A2	2190
SLC22A13	1656
SLC22A14	1785
SLC25A20	906
SLC25A26	825
SLC25A36	936
SLC25A38	915
SLC26A6	2280
SLC2A2	1575
SLC33A1	1650
SLC35A5	1275
SLC35G2	1239
SLC38A3	1515
SLC41A3	1524
SLC4A7	3645
SLC51A	1023
SLC6A1	1800
SLC6A11	1899
SLC6A20	1779
SLC6A6	1863
SLC7A14	2316
SLC9A9	1938
SLC9C1	3534
SLCO2A1	1932
SLITRK3	2934
SLMAP	2436
SMARCC1	3318
SMC4	3867
SMIM4	213
SNRK	2298
SNTN	444
SNX4	1353
SOX14	723
SOX2	954
SPATA12	573
SPATA16	1710
SPCS1	510
SPICE1	2568
SPINK8	294
SPSB4	822
SPTSSB	231
SRGAP3	3300
SRPRB	816
SS18L2	234
SSR3	558
SST	351
SSUH2	1128
ST3GAL6	1155
ST6GAL1	1221
STAB1	7713
STAC	1209
STAG1	3777
STT3B	2481
STX19	885
STXBP5L	3561
SUCLG2	1323
SUCNR1	1005
SUMF1	1125
SUSD5	1890
SYN2	1746
SYNPR	858
TADA3	1299
TAGLN3	600
TAMM41	951
TATDN2	2286
TBC1D23	2100
TBC1D5	2454
TBCCD1	1674
TBL1XR1	1545
TCAIM	1491
TCTA	312
TCTEX1D2	429
TDGF1	567
TEX264	942
TF	2097
TFDP2	1341
TFG	1203
TFRC	2283
TGFBR2	1779
TGM4	2055
THOC7	615
THPO	1062
THRB	1386
THUMPD3	1524
TIGIT	735
TIMMDC1	858
TIMP4	675
TIPARP	1974
TKT	1896
TLR9	3099
TM4SF1	609
TM4SF18	606
TM4SF19	729
TM4SF4	609
TMA7	195
TMCC1	1962
TMEM108	1728
TMEM110	885
TMEM110-MUSTN1	1119
TMEM115	1056
TMEM14E	378
TMEM158	903
TMEM207	441
TMEM212	585
TMEM30C	342
TMEM39A	1467
TMEM40	702
TMEM41A	795
TMEM42	480
TMEM43	1203
TMEM44	1428
TMEM45A	828
TMEM89	480
TMF1	3282
TMIE	471
TMPPE	1362
TMPRSS7	2154
TNFSF10	846
TNIK	4083
TNK2	3261
TNNC1	486
TOMM70A	1827
TOP2B	4866
TOPAZ1	5079
TOPBP1	4569
TP63	2043
TPRA1	1122
TPRG1	828
TPRXL	759
TRA2B	867
TRAIP	1410
TRAK1	2862
TRANK1	8778
TRAT1	561
TREX1	1110
TRH	729
TRIM42	2172
TRIM59	1212
TRIM71	2607
TRMT10C	1212
TRNT1	1305
TRPC1	2382
TSC22D2	2343
TSEN2	1398
TTC14	2313
TTC21A	3963
TTLL3	2748
TUSC2	333
TWF2	1050
TXNRD3	1932
TXNRD3NB	402
U2SURP	3090
UBA3	1392
UBA5	1215
UBA7	3039
UBE2E1	582
UBE2E2	606
UBP1	1623
UBXN7	1470
UCN2	339
ULK4	3828
UMPS	1443
UPK1B	783
UQCRC1	1443
UROC1	2211
USP13	2592
USP19	4260
USP4	2892
UTS2B	399
VEPH1	2502
VGLL3	981
VGLL4	891
VHL	642
VILL	2571
VIPR1	1374
VPRBP	4365
VPS8	4287
VWA5B2	3729
WDR48	2034
WDR49	2094
CFAP44	5565
WDR53	1077
WDR5B	993
WDR6	3456
WDR82	942
WNT5A	1143
WNT7A	1050
WWTR1	1203
XCR1	1002
XIRP1	5532
XPC	2823
XRN1	5121
XXYLT1	1182
XYLB	1611
YEATS2	4269
ZBBX	2520
ZBED2	657
ZBTB11	3162
ZBTB20	2226
ZBTB38	3588
ZBTB47	2244
ZCWPW2	1071
ZDHHC19	930
ZDHHC23	1230
ZDHHC3	984
RBSN	2355
ZIC1	1344
ZIC4	1155
ZMAT3	870
ZMYND10	1323
ZNF148	2385
ZKSCAN7	2265
ZNF197	3090
ZNF35	1584
ZNF385D	1188
ZNF445	3096
ZNF501	816
ZNF502	1635
ZNF589	1095
ZNF619	1851
ZNF620	1269
ZNF621	1320
ZNF639	1458
ZNF654	1746
ZNF660	996
ZNF662	1359
ZNF717	2745
ZNF80	822
ZNF852	1632
ZNF860	1899
ZPLD1	1296
ZXDC	2577
AARS2	2958
ABCC10	4479
ABCF1	2538
ABHD16A	1677
ABRACL	246
ABT1	819
ACAT2	1194
ACOT13	423
ADAT2	576
ADGB	5004
ADTRP	747
AGER	1263
AGPAT1	852
AGPAT4	1137
AHI1	3591
AIF1	444
AIG1	717
AIM1	5172
AKAP12	5349
AKAP7	1047
AK9	5736
AKIRIN2	612
ALDH5A1	1647
ALDH8A1	1464
AMD1	1005
ANKRD6	2184
ANKRD66	756
ANKS1A	3405
APOBEC2	675
APOM	567
ARG1	993
ARHGAP18	1992
ARID1B	6750
ARMC12	1104
ARMC2	2604
ASCC3	6609
ASF1A	615
ATAT1	1230
ATF6B	2112
ATG5	828
ATP6V1G2	357
ATP6V1G2-DDX39B	0
ATXN1	2448
B3GALT4	1137
B3GAT2	972
BACH2	2526
BAG2	636
BAG6	3399
BAI3	4569
BAK1	636
BCKDHB	1179
BCLAF1	2763
BEND3	2487
BEND6	840
BLOC1S5	564
BLOC1S5-TXNDC5	411
BMP5	1365
BMP6	1542
BPHL	876
BRD2	2511
BRPF3	3618
BTBD9	1839
BTN1A1	1581
BTN2A1	1584
BTN2A2	1572
BTN3A1	1542
BTN3A2	1005
BTN3A3	1755
BTNL2	1368
BVES	1083
BYSL	1314
C2	2259
C6orf1	480
C6orf10	1692
C6orf106	897
DNPH1	732
C6orf118	1410
C6orf120	576
LINC01558	174
C6orf132	3567
C6orf136	1491
C6orf141	735
C6orf15	978
C6orf163	990
C6orf164	231
C6orf165	1869
TBC1D32	3774
C6orf195	384
C6orf201	423
C6orf203	738
C6orf211	1326
C6orf222	1959
C6orf223	729
C6orf226	306
C6orf25	726
C6orf47	885
C6orf48	228
C6orf52	459
C6orf57	327
C6orf58	993
C6orf62	690
C6orf7	363
ERMARD	2037
C6orf89	1065
C6orf99	378
CAGE1	2520
CAP2	1434
CAPN11	2220
CASP8AP2	5901
CCDC167	294
CCDC170	2148
CCDC28A	825
CCHCR1	2616
CCNC	852
CCND3	879
CCR6	1125
CD109	4338
CD164	594
CD2AP	1920
CD83	618
CDC40	1740
